,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,510,0
1,0,0,1050,0
2,2,0,810,2
3,0,1,660,1
4,0,0,1230,0
5,2,0,1110,2
6,0,0,690,0
7,0,0,1230,0
8,2,0,990,2
9,0,0,630,0
10,0,0,1350,0
11,2,0,1050,2
12,0,0,510,0
13,0,0,1290,0
14,2,0,870,2
15,0,0,510,0
16,0,0,1110,0
17,2,0,870,2
18,0,0,630,0
19,0,0,1230,0
20,2,0,990,2
21,0,0,630,0
22,0,0,1230,0
23,2,0,1050,2
24,0,1,540,1
25,0,0,1230,0
26,2,0,990,2
27,0,0,510,0
28,0,0,1230,0
29,2,0,990,2
30,0,0,450,0
31,0,0,1230,0
32,2,0,930,2
33,0,1,480,1
34,0,0,1050,0
35,2,0,810,2
36,0,0,450,0
37,0,0,1050,0
38,2,0,810,2
39,0,0,570,0
40,0,0,1170,0
41,2,0,990,2
42,0,0,570,0
43,0,0,1230,0
44,2,0,930,2
45,0,0,630,0
46,0,0,1290,0
47,2,0,1050,2
48,0,0,570,0
49,0,0,1290,0
50,2,0,1050,2
51,0,0,630,0
52,0,0,1230,0
53,2,0,930,2
54,0,0,510,0
55,0,0,1230,0
56,2,0,1050,2
57,0,0,630,0
58,0,0,1230,0
59,2,0,1110,2
60,0,0,690,0
61,0,0,1290,0
62,2,0,1230,2
63,0,0,690,0
64,0,0,1410,0
65,2,0,1110,2
66,0,0,870,0
67,0,0,1470,0
68,2,0,1170,2
69,0,0,930,0
70,0,1,1560,1
71,2,0,1410,2
72,0,0,930,0
73,0,0,1590,0
74,2,0,1410,2
75,0,0,930,0
76,0,0,1590,0
77,2,0,1350,2
78,0,0,930,0
79,0,0,1650,0
80,2,0,1350,2
81,0,0,930,0
82,0,0,1590,0
83,2,0,1410,2
84,0,0,930,0
85,0,0,1530,0
86,2,0,1350,2
87,0,0,1050,0
88,0,0,1590,0
89,2,0,1350,2
90,0,0,1050,0
91,0,0,1710,0
92,2,0,1410,2
93,0,0,990,0
94,0,0,1650,0
95,2,0,1470,2
96,0,0,930,0
97,0,0,1710,0
98,2,0,1410,2
99,0,0,1110,0
100,0,0,1650,0
101,2,0,1410,2
102,0,0,1050,0
103,0,0,1770,0
104,2,0,1530,2
105,0,0,1350,0
106,0,0,1890,0
107,2,0,1590,2
108,0,0,1470,0
109,0,0,2010,0
110,2,0,1830,2
111,0,1,1560,1
112,0,0,2130,0
113,2,0,1890,2
114,0,0,1590,0
115,0,0,2310,0
116,2,0,2070,2
117,0,0,1470,0
118,0,0,2310,0
119,2,0,2010,2
120,0,0,1470,0
121,0,0,2130,0
122,2,0,1890,2
123,0,0,1470,0
124,0,2,2190,2
125,2,0,1890,2
126,0,0,1530,0
127,0,0,2130,0
128,2,0,1890,2
129,0,0,1590,0
130,0,0,2250,0
131,2,0,1890,2
132,0,0,1530,0
133,0,0,2190,0
134,2,0,1890,2
135,0,0,1410,0
136,0,0,2190,0
137,2,0,1890,2
138,0,0,1410,0
139,0,0,2070,0
140,2,0,1890,2
141,0,0,1410,0
142,0,0,2070,0
143,2,0,1710,2
144,0,0,1350,0
145,0,0,2070,0
146,2,0,1770,2
147,0,0,1530,0
148,0,0,2010,0
149,2,0,1830,2
150,0,1,1560,1
151,0,1,2280,1
152,2,0,1950,2
153,0,0,1530,0
154,0,0,2250,0
155,2,0,1950,2
156,0,0,1530,0
157,0,0,2070,0
158,2,0,1890,2
159,0,0,1530,0
160,0,0,2130,0
161,2,0,1890,2
162,0,0,1530,0
163,0,0,2130,0
164,2,0,1830,2
165,0,0,1410,0
166,0,0,2190,0
167,2,0,1890,2
168,0,0,1470,0
169,0,0,2130,0
170,2,0,1890,2
171,0,0,1350,0
172,0,0,2010,0
173,2,0,1710,2
174,0,0,1290,0
175,0,0,2010,0
176,2,0,1710,2
177,0,0,1350,0
178,0,0,2070,0
179,2,1,1800,3
180,0,0,1350,0
181,0,0,2070,0
182,2,0,1890,2
183,0,0,1350,0
184,0,0,2070,0
185,2,0,1770,2
186,0,0,1170,0
187,0,0,1890,0
188,2,0,1710,2
189,0,0,1170,0
190,0,0,1890,0
191,2,0,1590,2
192,0,0,1050,0
193,0,0,1830,0
194,2,0,1470,2
195,0,0,990,0
196,0,0,1710,0
197,2,0,1470,2
198,0,0,990,0
199,0,0,1710,0
200,2,0,1470,2
201,0,0,810,0
202,0,0,1530,0
203,2,0,1230,2
204,0,0,1050,0
205,0,0,1590,0
206,2,0,1470,2
207,0,0,930,0
208,0,0,1650,0
209,2,0,1410,2
210,0,1,960,1
211,0,0,1650,0
212,2,0,1350,2
213,0,0,1050,0
214,0,0,1530,0
215,2,0,1410,2
216,0,0,870,0
217,0,0,1770,0
218,2,0,1410,2
219,0,0,930,0
220,0,0,1530,0
221,2,0,1290,2
222,0,0,870,0
223,0,0,1470,0
224,2,0,1230,2
225,0,1,720,1
226,0,0,1470,0
227,2,0,1110,2
228,0,0,810,0
229,0,0,1350,0
230,2,0,1170,2
231,0,0,750,0
232,0,0,1410,0
233,2,0,1110,2
234,0,1,840,1
235,0,0,1410,0
236,2,0,1230,2
237,0,0,750,0
238,0,0,1470,0
239,2,0,1110,2
240,0,0,690,0
241,0,0,1410,0
242,2,0,1110,2
243,0,0,630,0
244,0,0,1290,0
245,2,0,1050,2
246,0,0,750,0
247,0,0,1350,0
248,2,0,1110,2
249,0,0,690,0
250,0,0,1290,0
251,2,0,1110,2
252,0,1,1380,1
